pid,title,summary,dates,repository,collection
"umd:553499
","To Sarah Brooke Farquhar -- from Mary Pleasants Brooke with Margaret Hopkins, 1836","Letter to Sarah Brooke Farquhar from her mother, Mary Pleasants Brooke, and Margaret Hopkins on August 6, 1836.",1801-1900;1836-08-6,Historical Manuscripts,Brooke Family papers
"umd:557791
","To Sarah Brooke Farquhar -- from Mary Pleasants Brooke with Roger Brooke V, 1830s","Two letters to Sarah Brooke Farquhar from her mother and father, Mary Pleasants Brooke and Roger Brooke V, circa 1830s.",1801-1900;1830-1839,Historical Manuscripts,Brooke Family papers
"umd:564256
","To Sarah Brooke Farquhar -- from Mary Pleasants Brooke with Mary M. Brooke, 1830s","Eight letters to Sarah Brooke Farquhar written by her mother, Mary Pleasants Brooke, and her sister, Mary M. Brooke, circa 1830s.",1801-1900;1830-1839,Historical Manuscripts,Brooke Family papers
"umd:580298
","To Sarah Brooke Farquhar -- from Mary Pleasants Brooke with Lizzy Briggs, 1830s","Letter to Sarah Brooke Farquhar from her mother, Mary Pleasants Brooke, and Lizzy Briggs, circa 1830s.",1801-1900;1830-1839,Historical Manuscripts,Brooke Family papers
"umd:604780
","To Sarah Brooke Farquhar -- from Mary Pleasants Brooke, 1833-1836","32 letters written by Mary Pleasants Brooke to her daughter, Sarah Brooke Farquhar, between 1833 and 1836. Three letters are dated September 10, 1833, April 19, 1834, and March 6, 1836. The rest are undated.",1801-1900;1833-1836,Historical Manuscripts,Brooke Family papers
"umd:667017
","To Richard Brooke -- from Henry Briggs Brooke, 1849",One letter written by Henry Briggs Brooke to Richard Brooke in 1849.,1801-1900;1849,Historical Manuscripts,Brooke Family papers
"umd:671013
","Diary -- May Preston McNeal, 1862-1864",May Preston McNeal's diary for the dates of 1862-1864.,1801-1900;1862-1864,Historical Manuscripts,Preston Family papers
"umd:671117
","Diary -- May Preston McNeal, 1869",May Preston McNeal's diary for the dates of 1869.,1801-1900;1869,Historical Manuscripts,Preston Family papers
"umd:671270
","Diary -- Madge Preston, 1886",Madge Preston's diary for the dates of 1886.,1801-1900;1886,Historical Manuscripts,Preston Family papers
"umd:671404
","Diary -- Madge Preston, 1860",Madge Preston's diary for the dates of 1860.,1801-1900;1860,Historical Manuscripts,Preston Family papers
"umd:671863
","Diary -- Madge Preston, 1865",Madge Preston's diary for the dates of 1865.,1801-1900;1865,Historical Manuscripts,Preston Family papers
"umd:672626
","Diary -- Madge Preston, 1895",Madge Preston's diary for the dates of 1895.,1801-1900;1895,Historical Manuscripts,Preston Family papers
"umd:672643
","Diary -- Madge Preston, 1868","Madge Preston's diary for the dates of 1868.
",1801-1900;1868,Historical Manuscripts,Preston Family papers
"umd:673083
","Diary -- Madge Preston, 1869",Madge Preston's diary for the dates of 1869.,1801-1900;1869,Historical Manuscripts,Preston Family papers
"umd:673188
","Diary -- Madge Preston, 1894",Madge Preston's diary for the dates of 1894.,1801-1900;1894,Historical Manuscripts,Preston Family papers
"umd:673616
","Diary -- Madge Preston, 1893",Madge Preston's diary for the dates of 1893.,1801-1900;1893,Historical Manuscripts,Preston Family papers
"umd:673661
","Diary -- Madge Preston, 1892","Madge Preston's diary for the dates of 1892.
",1801-1900;1892,Historical Manuscripts,Preston Family Papers
"umd:673928
","Woman feeding chickens, Edith F. Green diary, October 9, 1893","Photograph of a woman feeding chickens from Edith F. Green's diary taken on October 9, 1893.",1801-1900;1893-10-9,Historical Manuscripts,Brooke Family papers
"umd:673931
","Man holding baby Meredith? from Edith F. Green mother's journal, 1901","Photograph of a man holding a baby who may be Meredith. It is from Edith F. Green mother's journal, and it was taken in 1901.",1901-2000;1901,Historical Manuscripts,Brooke Family papers
"umd:673933
","Edith Green and baby Meredith?, from Edith F. Green Mother's journal, 1901",Photograph of Edith Green holding a baby who may be Meredith. It is from Edith F. Green mother's journal and was taken in 1901.,1901-2000;1901,Historical Manuscripts,Brooke Family papers
"umd:673935
","Meredith and Mary Green? sitting on porch hammock, from Edith F. Green mother's journal, 1901",Photograph of two young girls sitting on a porch hammock. The girls may be Meredith and Mary Green. The photograph is from Edith F. Green mother's journal and was taken in 1901.,1901-2000;1901,Historical Manuscripts,Brooke Family papers
"umd:673937
","Mary Green? as a child, taken May 13, 1906 by Lilian Adams, from Edith F. Green mother's journal","Photograph of a young girl, who may be Mary Green, standing in a yard. The photograph was taken by Lilian Adams on May 13, 1906 and is from Edith F. Green mother's journal.",1901-2000;1906-05-13,Historical Manuscripts,Brooke Family papers
"umd:673939
","Brooke Family on the lawn at Falling Green? from Edith Green's diary, November 11, 1912","A photograph of a three women, three men, and a young girl sitting on a lawn. Group of people may be the Brooke Family, and they may be on the lawn at Falling Green in Maryland. The photograph is from Edith Green's diary and was taken on November 11, 1912.",1901-2000;1912-11-11,Historical Manuscripts,Brooke Family papers
"umd:674830
","Diary -- Madge Preston, 1884",Madge Preston's diary for the dates of 1884.,1801-1900;1884,Historical Manuscripts,Preston Family papers
"umd:675251
","To unknown recipients -- from unknown senders, 1819-1903",Fifteen letters to unknown recipients from unknown senders sent across the years 1819-1903.,2001-2100;1819-1903,Historical Manuscripts,Brooke Family papers
"umd:675294
","To unknown recipients -- from Emma Magruder, 1950","One letter written by Emma Magruder to unknown recipients on April 8, 1950.",1901-2000;1950-04-8,Historical Manuscripts,Brooke Family papers
"umd:675297
","To unknown recipients -- from J. Elgar Hallowell, 1856","One letter written by J. Elgar Hallowell to unknown recipients on February 7, 1856.",1801-1900;1856-02-7,Historical Manuscripts,Brooke Family papers
"umd:675302
","To unknown recipients -- from Edith F. Brooke Green, 1941","Note from Edith F. Brooke Green to unknown recipients on July 7, 1941.",1901-2000;1941-07-11,Historical Manuscripts,Brooke Family papers
"umd:675305
","To unknown recipients -- from Joseph Gilpin, 1852","One letter from Joseph Gilpin on August 10, 1852.",1801-1900;1852-08-10,Historical Manuscripts,Brooke Family papers
"umd:675310
","To unknown recipients -- from Sarah Brooke Farquhar, 1830s-1870s","Three letters written by Sarah Brooke Farquhar to unknown recipients on April 17, 1874 and February 16, 1875.",1801-1900;1830-1875,Historical Manuscripts,Brooke Family papers
"umd:675319
","To unknown recipients -- from Eliza, 1890s",One letter from Eliza to a cousin (1890s).,1801-1900;1890,Historical Manuscripts,Brooke Family papers
"umd:675324
","To unknown recipients -- from Roger Brooke V, 1844","One letter from Roger Brooke V to unknown recipient on December 16, 1844.",1801-1900;1844-12-16,Historical Manuscripts,Brooke Family papers
"umd:675329
","To unknown recipients -- from Mary M. Brooke with Sarah Brooke Farquhar, 1830","One letter from Mary M. Brooke with Sarah Brooke Farquhar to unknown recipients on July 13, 1830.",1801-1900;1830-07-13,Historical Manuscripts,Brooke Family papers
"umd:675334
","To unknown recipients -- from Mary B. Brooke, 1900-1905","Two letters and one receipt from Mary B. Brooke to unknown recipients on May 7, 1900 and October 13, 1905.",1901-2000;1900-05-7-1905-09-13,Historical Manuscripts,Brooke Family papers
"umd:675345
","To unknown recipients -- from Henry Briggs Brooke, 1847","Two letters from Henry Briggs Brooke to unknown recipients on April 1,1847 and December 28, 1847.",1801-1900;1847-04-1;1847-12-28,Historical Manuscripts,Brooke Family papers
"umd:675350
","To unknown recipients -- from Eliza Brooke, 1896","One letter from Eliza Brooke to unknown recipient on August 23, 1896.",1801-1900;1896-08-23,Historical Manuscripts,Brooke Family papers
"umd:675355
","To unknown recipients -- from Charles H. Brooke, 1845-1913","Seven letters from Charles H. Brooke to unknown recipients on May 23, 1845, March 12, 1851, and June 29, 1912.",1801-1900;1901-2000;1845-05-23;1851-03-21;1912-06-29,Historical Manuscripts,Brooke Family papers
"umd:675374
","To unknown recipients -- from Anna Farquhar Brooke, 1860s-1870s",Four letters written by Anna Farquhar Brooke to unknown recipients from 1860s-1870s.,1801-1900;1860-1870,Historical Manuscripts,Brooke Family papers
"umd:675387
","To unknown recipients -- from Julie and Rachael Ask, 1941","One letter from Julie and Rachel Ask to unknown recipients on July 7, 1941.",1901-2000;1941-07-11,Historical Manuscripts,Brooke Family papers
"umd:675389
","To Charles Farquhar -- from Amos Farquhar, 1829-1835","Nine letters written by Amos Farquhar to Charles Farquhar on May 18, 1829, October 3, 1832, December 14, 1833, March 13, 1835, and June, 13, 1835.",1801-1900;1829-1836,Historical Manuscripts,Brooke Family papers
"umd:675415
","To Charles Farquhar -- from Ann W. Farquhar, 1820s",Two letters from Ann Farquhar to Charles Farquhar written on September 17 and December 24.,1801-1900;1820,University Archives,Brooke Family papers
"umd:675424
","To recipient -- to Helen (last name unknown) -- from Mary F. Green, 1934","One letter written by Mary F. Green to ""Helen"" on September 2, 1934.",1901-2000;1934-09-2,Historical Manuscripts,Brooke Family papers
"umd:675427
","To recipient -- to Frances (last name unknown) -- From Eliza Brooke, 1856-1874","Five letters written by Eliza Brooke to ""Frances"" on June 19, 1856, November 31, 1857, September 7, 1865, October 31, 1874, and November 4, 1874.",1801-1900;1856;1874,Historical Manuscripts,Brooke Family papers
"umd:675439
","To William and Henry Stabler -- from Charles Farquhar, 1835","Letter by Charles Farquhar to William and Henry Stabler, 1835.",1801-1900;1835,Historical Manuscripts,Brooke Family papers
"umd:675443
","To Thomas P. Stabler -- from Benjamin Hallowell, 1835-1846",Three letter by Benjamin Hallowell to Thomas P. Stabler written between 1835 and 1846.,1801-1900;1835-1846,Historical Manuscripts,Brooke Family papers
"umd:675453
","To James P. Stabler -- from William Briggs, circa 1836","Letter by William Briggs to James P. Stabler, written circa 1836.",1801-1900;1836,Historical Manuscripts,Brooke Family papers
"umd:675457
","To Charles Farquhar -- from Granville Farquhar, 1827-1836","Seven letters written by Granville Farquhar to Charles Farquhar from November 12, 1826 to November 24, 1832.",1801-1900;1826-11-12-1832-11-24,Historical Manuscripts,Brooke Family papers
"umd:675460
","To Samuel Snowden -- from Roger Brooke V, 1818","Letter by Roger Brooke to Samuel Snowden, written in 1818.",1801-1900;1818,Historical Manuscripts,Brooke Family papers
"umd:675490
","To Elizabeth Ann Pleasants -- from Elizabeth ""Lizzy"" Briggs with Mary Pleasants Brooke, 1834","Letter by Elizabeth ""Lizzy"" Briggs with Mary Pleasants Brooke to Elizabeth Ann Pleasants, written in 1834.",1801-1900;1834,Historical Manuscripts,Brooke Family papers
"umd:675495
","To Samuel Perry -- from Charles Farquhar, circa 1830-1839",Letter by Charles Farquhar to Samuel Perry written circa 1830-1839.,1801-1900;1830-1839,Historical Manuscripts,Brooke Family papers
"umd:675498
","To Amy Ann Miller -- from Mary Brooke Briggs Brooke, 1821","Letter by Mary Brooke Briggs Brooke to Amy Ann Miller, written in 1821.",1801-1900;1821,Historical Manuscripts,Brooke Family papers
"umd:675501
","To ""Sister"" Polly Magruder-- from Emma Magruder, 1929","Letter by Emma Magruder to ""Sister"" Polly Magruder, written in 1929.",1901-2000;1929,Historical Manuscripts,Brooke Family papers
"umd:675504
","To Mr. and Mrs. Lafferty -- from Edith F. Brooke Green, 1909",Letter by Edith F. Brooke Green to Mr. and Mrs. Lafferty. written in 1909.,1901-2000;1909,Historical Manuscripts,Brooke Family papers
"umd:675507
","To unknown last name recipient -- to Mary -- from Sarah Brooke Farguhar, circa 1848","Two letters by Sarah Brooke Farguhar to Mary (unknown last name), written circa 1848.",1801-1900;1848,Historical Manuscripts,Brooke Family papers
"umd:675512
","To Sarah Brooke Farquhar -- from Mary M. Brooke with Mary Pleasants Brooke, circa 1830-1839","Five letters by Mary M. Brooke and Mary Pleasants Brooke to Sarah Brooke Farquhar, written circa 1830-1839.",1801-1900;1830-1839,Historical Manuscripts,Brooke Family papers
"umd:675531
","To Charles Farquhar -- from Mary Farquhar, 1830",Three letters written by Mary Farquhar to Charles Farquhar in 1830.,1801-1900;1830,Historical Manuscripts,Brooke Family papers
"umd:675542
","To Sarah Brooke Farquhar -- from Mary M. Brooke with Anna Briggs, 1830s",One letter from Mary M. Brooke to Sarah Brooke Farquhar on June 11 mostly like the 1830s.,1801-1900;1830-1840,Historical Manuscripts,Brooke Family papers
"umd:675557
","To Sarah Brooke Farquhar -- from Mary M. Brooke, 1830s",Twelve letters from Mary M. Brooke to Sarah Brooke Farquhar probably written in the 1830s.,1801-1900;1830-1840,Historical Manuscripts,Brooke Family papers
"umd:675605
","To Sarah Brooke Farquhar -- from Mary Brooke Briggs Brooke, 1832","One letter from Mary Brooke Briggs Brooke to Sarah Brooke Farquhar on May 8, 1832.",1801-1900;1832,Historical Manuscripts,Brooke Family papers
"umd:675620
","To Charles Farquhar -- from Phebe Farquhar, 1829-1832",Three letters written by Phebe Farquhar to Charles Farquhar from 1829-30.,1801-1900;1829-1832,Historical Manuscripts,Brooke Family papers
"umd:675633
","To Charles Farquhar -- from Sarah Brooke Farquhar, 1834-1835",Five letters written by Sarah Brooke Farquhar to Charles Farquhar from 1834-35.,1801-1900;1834-1835,Historical Manuscripts,Brooke Family papers
"umd:675855
","Diary -- Madge Preston, 1870",Madge Preston's diary for the dates of 1870.,1801-1900;1870,Historical Manuscripts,Preston Family papers
"umd:675942
","To Charles Farquhar -- from William Henry Farquhar, 1830's",One letter written by William Henry Farquhar to Charles Farquhar.,1801-1900;1830,Historical Manuscripts,Brooke Family papers
"umd:676009
","To Charles Farquhar -- from Banjamin Hallowell, 1832-1839","Six letters written by Benjamin Hallowell to Charles Farquhar on these dates: January, 17 1832 January, 28 1832 May, 7 1838 May, 11 1838 November, 17 1838 February, 6 1839",1801-1900;1832-01-17-1839-02-6,Historical Manuscripts,Brooke Family papers
"umd:676136
","Diary -- Madge Preston, 1872",Madge Preston's diary for the dates of 1872.,1801-1900;1872,Historical Manuscripts,Preston Family papers
"umd:676475
","To Charles Farquhar -- from Jonathan Jessop, 1842","One letter written by Jonathan Jessop to Charles Farquhar on October 18, 1842.",1801-1900;1842-10-8,Historical Manuscripts,Brooke Family papers
"umd:676549
","To Charles Farquhar -- from John Gummure, 1823","One letter written by John Gummure to Charles Farquhar on September 9, 1823.",1801-1900;1823-09-9,Historical Manuscripts,Brooke Family papers
"umd:676610
","Diary -- Madge Preston, 1876",Madge Preston's diary for the dates of 1876.,1801-1900;1876,Historical Manuscripts,Preston Family papers
"umd:676845
","To Charles Farquhar -- from Thomas Ladd, 1826","One letter written by Thomas Ladd to Charles Farquhar on September 8th, 1826.",1801-1900;1826-09-8,Historical Manuscripts,Brooke Family papers
"umd:677132
","To Eliza Farquhar -- from unknown sender, circa 1900","One postcard sent by an unknown sender to Eliza Farquhar, circa 1900.",1801-1900;1900,Historical Manuscripts,Brooke Family papers
